scope_category,vendor_a_idx,vendor_b_idx,method,confidence,score,vendor_a_total,vendor_b_total,price_delta_abs,price_delta_pct,qty_mismatch
Electrics,20,20,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,False
Electrics,21,21,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,False
Electrics,22,22,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,False
Electrics,23,23,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,False
Electrics,24,24,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,False
Electrics,25,25,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,False
Electrics,26,26,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,False
Electrics,27,27,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,False
Electrics,28,28,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,False
Electrics,29,29,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,False
Electrics,30,30,ITEM_ID_EXACT,AUTO,100.0,,,,,False
Electrics,31,31,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,False
Electrics,32,32,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,False
Electrics,33,33,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,False
Electrics,34,34,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,False
Electrics,35,35,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,False
Electrics,36,36,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,False
Electrics,37,37,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,False
Electrics,38,38,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,False
Electrics,39,39,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,False
Electrics,43,43,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,45,45,ITEM_ID_EXACT,AUTO,100.0,,,,,True
Electrics,95,95,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,97,97,ITEM_ID_EXACT,AUTO,100.0,,,,,True
Electrics,125,125,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,127,127,ITEM_ID_EXACT,AUTO,100.0,,,,,True
Electrics,178,178,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,180,180,ITEM_ID_EXACT,AUTO,100.0,,,,,True
Electrics,181,181,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,182,182,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,183,183,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,184,184,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,185,185,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,186,186,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,187,187,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,188,188,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,189,189,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,190,190,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,191,191,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,192,192,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,193,193,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,194,194,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,195,195,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,196,196,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,197,197,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,198,198,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,199,199,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,200,200,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,201,201,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,202,202,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,203,203,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,208,208,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,210,210,ITEM_ID_EXACT,AUTO,100.0,,,,,True
Electrics,211,211,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,212,212,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,213,213,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,214,214,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,215,215,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,216,216,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,217,217,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,218,218,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,219,219,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,220,220,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,221,221,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,222,222,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,223,223,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,224,224,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,225,225,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,226,226,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,227,227,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,228,228,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,229,229,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,230,230,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,231,231,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,232,232,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,233,233,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,234,234,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,235,235,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,236,236,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,241,241,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,243,243,ITEM_ID_EXACT,AUTO,100.0,,,,,True
Electrics,244,244,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,245,245,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,246,246,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,247,247,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,248,248,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,249,249,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,250,250,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,251,251,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,252,252,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,253,253,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,254,254,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,255,255,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,256,256,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,257,257,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,258,258,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,259,259,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,260,260,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,261,261,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,262,262,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,263,263,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,264,264,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,265,265,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,270,270,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,272,272,ITEM_ID_EXACT,AUTO,100.0,,,,,True
Electrics,273,273,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,274,274,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,275,275,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,276,276,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,277,277,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,278,278,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,279,279,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,280,280,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,281,281,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,282,282,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,283,283,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,284,284,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,285,285,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,286,286,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,287,287,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,288,288,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,289,289,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,290,290,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,291,291,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,292,292,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,293,293,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,294,294,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,295,295,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,296,296,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,301,301,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,303,303,ITEM_ID_EXACT,AUTO,100.0,,,,,True
Electrics,304,304,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,305,305,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,306,306,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,307,307,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,308,308,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,309,309,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,310,310,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,311,311,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,312,312,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,313,313,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,314,314,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,315,315,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,316,316,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,317,317,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,318,318,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,319,319,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,320,320,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,321,321,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,322,322,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,323,323,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,324,324,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,325,325,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,326,326,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,327,327,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,328,328,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,329,329,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,334,334,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,336,336,ITEM_ID_EXACT,AUTO,100.0,,,,,True
Electrics,337,337,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,338,338,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,339,339,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,340,340,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,341,341,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,342,342,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,343,343,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,344,344,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,345,345,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,346,346,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,347,347,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,348,348,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,349,349,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,350,350,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,351,351,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,352,352,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,353,353,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,354,354,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,355,355,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,356,356,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,357,357,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,358,358,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,359,359,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,360,360,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,365,365,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,367,367,ITEM_ID_EXACT,AUTO,100.0,,,,,True
Electrics,368,368,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,369,369,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,370,370,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,371,371,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,372,372,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,373,373,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,374,374,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,375,375,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,376,376,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,377,377,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,378,378,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,379,379,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,380,380,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,381,381,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,382,382,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,383,383,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,384,384,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,385,385,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,386,386,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,387,387,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,388,388,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,389,389,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,390,390,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,391,391,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,392,392,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,393,393,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,394,394,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,399,399,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,401,401,ITEM_ID_EXACT,AUTO,100.0,,,,,True
Electrics,402,402,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,403,403,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,404,404,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,405,405,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,406,406,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,407,407,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,408,408,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,409,409,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,410,410,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,411,411,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,412,412,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,413,413,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,414,414,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,415,415,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,416,416,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,417,417,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,418,418,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,419,419,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,420,420,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,421,421,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,422,422,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,423,423,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,424,424,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,425,425,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,426,426,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,427,427,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,428,428,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,429,429,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,430,430,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,431,431,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,432,432,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,433,433,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,434,434,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,435,435,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,436,436,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,437,437,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,438,438,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,439,439,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,440,440,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,441,441,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,442,442,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,447,447,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
Electrics,449,449,ITEM_ID_EXACT,AUTO,100.0,,,,,True
Electrics,450,450,ITEM_ID_EXACT,AUTO,100.0,0.0,0.0,0.0,,True
